formasi_id,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,lokasi_nm,jumlah_formasi,disable,gaji_min,gaji_max
46df5bf6-9d5c-4838-b295-6453e65304c3,CPNS,ORANG ASLI PAPUA (OAP),AUDITOR AHLI PERTAMA,PEMERINTAH KABUPATEN NDUGA | INSPEKTORAT | INSPEKTUR PEMBANTU WILAYAH IV,PEMERINTAH KABUPATEN NDUGA | INSPEKTORAT | INSPEKTUR PEMBANTU WILAYAH IV,1,1,3000000,3900000
b607ff94-ce1c-4182-b690-99f8a189ad27,CPNS,UMUM (NON OAP),AUDITOR AHLI PERTAMA,PEMERINTAH KABUPATEN NDUGA | INSPEKTORAT | INSPEKTUR PEMBANTU WILAYAH I,PEMERINTAH KABUPATEN NDUGA | INSPEKTORAT | INSPEKTUR PEMBANTU WILAYAH I,1,1,3000000,3900000
8a02826391606efe0191608496e30307,CPNS,ORANG ASLI PAPUA (OAP),PAMONG PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK DAL | SEKSI PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK DAL | SEKSI PEMERINTAHAN,1,1,3000000,3900000
8a02826391606efe01916085428c035f,CPNS,ORANG ASLI PAPUA (OAP),PAMONG PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK GEAREK | SEKSI PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK GEAREK | SEKSI PEMERINTAHAN,1,1,3000000,3900000
6f2271c4-2da1-401e-ac62-05a2a787c108,CPNS,UMUM (NON OAP),PAMONG PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | SEKRETARIAT  DAERAH | ASISTEN SEKDA BIDANG PEMERINTAHAN DAN PEMBANGUNAN | BAGIAN TATA PEMERINTAHAN | SUB BAGIAN TATA PEMERINTAHAN UMUM,PEMERINTAH KABUPATEN NDUGA | SEKRETARIAT  DAERAH | ASISTEN SEKDA BIDANG PEMERINTAHAN DAN PEMBANGUNAN | BAGIAN TATA PEMERINTAHAN | SUB BAGIAN TATA PEMERINTAHAN UMUM,1,1,3000000,3900000
70bcda75-fb6c-4813-bdea-86532ca2c971,CPNS,UMUM (NON OAP),PAMONG PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | BADAN KESATUAN BANGSA DAN POLITIK | BIDANG IDEOLOGI DAN WAWASAN KEBANGSAAN | SUB BIDANG KETAHANAN IDEOLOGI NEGARA DAN HAM,PEMERINTAH KABUPATEN NDUGA | BADAN KESATUAN BANGSA DAN POLITIK | BIDANG IDEOLOGI DAN WAWASAN KEBANGSAAN | SUB BIDANG KETAHANAN IDEOLOGI NEGARA DAN HAM,1,1,2900000,3800000
857c68e1-826d-4d98-aa2e-f682b61f9bcf,CPNS,UMUM (NON OAP),PAMONG PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK MBUA | SEKSI PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK MBUA | SEKSI PEMERINTAHAN,1,1,3000000,3900000
a4f8c76c-3d71-4de6-ad08-665efe69530c,CPNS,UMUM (NON OAP),PAMONG PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK KREPKURI | SEKSI PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK KREPKURI | SEKSI PEMERINTAHAN,1,1,3000000,3900000
b5cc2282-5d7f-43a9-a119-f081c493c718,CPNS,UMUM (NON OAP),PAMONG PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK KENEYAM | SEKSI PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK KENEYAM | SEKSI PEMERINTAHAN,1,1,3000000,3900000
f612bd01-90c3-4069-a793-1b582d3efaae,CPNS,UMUM (NON OAP),PAMONG PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK GEAREK | SEKSI PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK GEAREK | SEKSI PEMERINTAHAN,1,1,3000000,3900000
f8030252-a370-448a-b24f-4df5b149bfad,CPNS,UMUM (NON OAP),PAMONG PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK DAL | SEKSI PEMERINTAHAN,PEMERINTAH KABUPATEN NDUGA | DISTRIK | DISTRIK DAL | SEKSI PEMERINTAHAN,1,1,3000000,3900000
a7fdcb3d-1991-4b11-bc50-e2d6f7c9a6fa,CPNS,UMUM (NON OAP),PEMBINA JASA KONSTRUKSI AHLI PERTAMA,PEMERINTAH KABUPATEN NDUGA | DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN | BIDANG PERUMAHAN | SEKSI PERENCANAAN PEMBANGUNAN DAN PENGEMBANGAN PERUMAHAN,PEMERINTAH KABUPATEN NDUGA | DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN | BIDANG PERUMAHAN | SEKSI PERENCANAAN PEMBANGUNAN DAN PENGEMBANGAN PERUMAHAN,1,1,2900000,3800000
3a384803-10ed-44a7-8f1f-35353cc24587,CPNS,UMUM (NON OAP),PENATA KELOLA PENANAMAN MODAL AHLI PERTAMA,PEMERINTAH KABUPATEN NDUGA | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | BIDANG PENANAMAN MODAL | SEKSI PERENCANAAN DAN PENGEMBANGAN PENANAMAN MODAL,PEMERINTAH KABUPATEN NDUGA | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | BIDANG PENANAMAN MODAL | SEKSI PERENCANAAN DAN PENGEMBANGAN PENANAMAN MODAL,1,1,3000000,3900000
cd69dff2-b304-4815-9a45-6312148c869e,CPNS,UMUM (NON OAP),PENATA PERIZINAN AHLI PERTAMA,PEMERINTAH KABUPATEN NDUGA | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | BIDANG PENANAMAN MODAL | SEKSI PERENCANAAN DAN PENGEMBANGAN PENANAMAN MODAL,PEMERINTAH KABUPATEN NDUGA | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | BIDANG PENANAMAN MODAL | SEKSI PERENCANAAN DAN PENGEMBANGAN PENANAMAN MODAL,1,1,3000000,3900000
5b952c00-4346-4855-966f-a21671aee9e2,CPNS,UMUM,PAMONG PEMERINTAHAN,PEMERINTAH KABUPATEN NGADA | SEKRETARIAT DAERAH | BAGIAN PEMERINTAHAN,PEMERINTAH KABUPATEN NGADA | SEKRETARIAT DAERAH | BAGIAN PEMERINTAHAN,1,0,3000000,3500000
8a0186cd915aa77f01915b32606f7249,CPNS,PENYANDANG DISABILITAS,PENGAWAS KOPERASI AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | DINAS KOPERASI DAN USAHA KECIL MENENGAH,PEMERINTAH KABUPATEN NGADA | DINAS KOPERASI DAN USAHA KECIL MENENGAH,1,1,3000000,3500000
f607adab-ba3c-4659-83ad-fecc13aab933,CPNS,UMUM,PENGENDALI DAMPAK LINGKUNGAN AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | DINAS LINGKUNGAN HIDUP,PEMERINTAH KABUPATEN NGADA | DINAS LINGKUNGAN HIDUP,1,0,3000000,3500000
0b27e654-9061-454b-9fed-bb1d629ff4f4,CPNS,UMUM,PENGGERAK SWADAYA MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN AIMERE | SEKSI PEMBERDAYAAN MASYARAKAT,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN AIMERE | SEKSI PEMBERDAYAAN MASYARAKAT,1,0,3000000,3500000
13760e81-82ec-4ac8-b670-674d27e2c0cf,CPNS,UMUM,PENGGERAK SWADAYA MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN SOA | SEKSI PEMBERDAYAAN MASYARAKAT,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN SOA | SEKSI PEMBERDAYAAN MASYARAKAT,1,0,3000000,3500000
1f6ac191-b8b8-44f2-bfc6-2498e45bf11d,CPNS,UMUM,PENGGERAK SWADAYA MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN INERIE | SEKSI PEMBERDAYAAN MASYARAKAT,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN INERIE | SEKSI PEMBERDAYAAN MASYARAKAT,1,0,3000000,3500000
535890c3-d4a0-46f1-b19b-ae6869a6dc65,CPNS,UMUM,PENGGERAK SWADAYA MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN BAJAWA UTARA | SEKSI PEMBERDAYAAN MASYARAKAT,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN BAJAWA UTARA | SEKSI PEMBERDAYAAN MASYARAKAT,1,0,3000000,3500000
8507b4e4-0fe4-4ef7-8996-5432d7436796,CPNS,UMUM,PENGGERAK SWADAYA MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN GOLEWA | SEKSI PEMERINTAHAN DAN PELAYANAN UMUM,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN GOLEWA | SEKSI PEMERINTAHAN DAN PELAYANAN UMUM,1,0,3000000,3500000
941ca690-83e9-4c0d-806a-8afd17d4e95b,CPNS,UMUM,PENGGERAK SWADAYA MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN RIUNG BARAT | SEKSI PEMBERDAYAAN MASYARAKAT,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN RIUNG BARAT | SEKSI PEMBERDAYAAN MASYARAKAT,1,0,3000000,3500000
9ba1169a-83bb-45dd-ada8-c23d510579ca,CPNS,UMUM,PENGGERAK SWADAYA MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN RIUNG | SEKSI PEMBERDAYAAN MASYARAKAT,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN RIUNG | SEKSI PEMBERDAYAAN MASYARAKAT,1,0,3000000,3500000
bc5d4df2-8c2e-45dd-8e39-c0b35e8ded4b,CPNS,UMUM,PENGGERAK SWADAYA MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN GOLEWA BARAT | SEKSI PEMBERDAYAAN MASYARAKAT,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN GOLEWA BARAT | SEKSI PEMBERDAYAAN MASYARAKAT,1,0,3000000,3500000
d4412c22-c8fa-455f-a686-dff9728508a0,CPNS,UMUM,PENGGERAK SWADAYA MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN BAJAWA | SEKSI PEMBERDAYAAN MASYARAKAT,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN BAJAWA | SEKSI PEMBERDAYAAN MASYARAKAT,1,0,3000000,3500000
e847d695-6012-4155-9783-e01a4238a7fe,CPNS,UMUM,PENGGERAK SWADAYA MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN JEREBUU | SEKSI PEMBERDAYAAN MASYARAKAT,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN JEREBUU | SEKSI PEMBERDAYAAN MASYARAKAT,1,0,3000000,3500000
f78154c8-536e-4757-a88e-4a3e599b9c10,CPNS,UMUM,PENGGERAK SWADAYA MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN GOLEWA SELATAN | SEKSI PEMBERDAYAAN MASYARAKAT,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN GOLEWA SELATAN | SEKSI PEMBERDAYAAN MASYARAKAT,1,0,3000000,3500000
fcc526e8-c05d-4ed2-94e9-c37e5cde7d7b,CPNS,UMUM,PENGGERAK SWADAYA MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN WOLOMEZE | SEKSI PEMBERDAYAAN MASYARAKAT,PEMERINTAH KABUPATEN NGADA | KANTOR KECAMATAN WOLOMEZE | SEKSI PEMBERDAYAAN MASYARAKAT,1,0,3000000,3500000
03943b03-ba97-4a66-84a9-1a96e256f998,CPNS,UMUM,PERENCANA AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | DINAS PERHUBUNGAN,PEMERINTAH KABUPATEN NGADA | DINAS PERHUBUNGAN,1,0,3000000,3500000
8373584a-bc3b-4acb-a344-14691a0e63be,CPNS,UMUM,PERENCANA AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | SEKRETARIAT DAERAH | BAGIAN ADMINISTRASI PEMBANGUNAN,PEMERINTAH KABUPATEN NGADA | SEKRETARIAT DAERAH | BAGIAN ADMINISTRASI PEMBANGUNAN,1,0,3000000,3500000
b4c9850b-f687-4172-adaf-adf42d174aab,CPNS,UMUM,PERENCANA AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA,PEMERINTAH KABUPATEN NGADA | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA,1,0,3000000,3500000
ca218e37-8db8-4692-a5b4-414f09e8365b,CPNS,UMUM,PERENCANA AHLI PERTAMA,PEMERINTAH KABUPATEN NGADA | SEKRETARIAT DAERAH | BAGIAN ORGANISASI,PEMERINTAH KABUPATEN NGADA | SEKRETARIAT DAERAH | BAGIAN ORGANISASI,1,0,3000000,3500000
20df21a6-e10e-4d56-aac4-48005665748c,CPNS,UMUM,AUDITOR AHLI PERTAMA,Kabupaten Ngawi | Inspektorat | Inspektorat Pembantu Wilayah II,Kabupaten Ngawi | Inspektorat | Inspektorat Pembantu Wilayah II,1,1,2785700,5180700
2108fa89-4efc-464b-8d58-15d54a1bdd25,CPNS,UMUM,AUDITOR AHLI PERTAMA,Kabupaten Ngawi | Inspektorat | Inspektorat Pembantu Wilayah III,Kabupaten Ngawi | Inspektorat | Inspektorat Pembantu Wilayah III,1,1,2785900,5180700
4dc16388-dac0-4f44-a474-05a263903d22,CPNS,UMUM,AUDITOR AHLI PERTAMA,Kabupaten Ngawi | Inspektorat | Inspektorat Pembantu Wilayah IV,Kabupaten Ngawi | Inspektorat | Inspektorat Pembantu Wilayah IV,1,1,2785700,5180700
835827f3-c5d5-483b-a2c3-dc3ed2e708f0,CPNS,UMUM,AUDITOR AHLI PERTAMA,Kabupaten Ngawi | Inspektorat | Inspektorat Pembantu Wilayah I,Kabupaten Ngawi | Inspektorat | Inspektorat Pembantu Wilayah I,1,1,2785700,5180700
b59bfcdd-877e-4d9a-9206-8147c2138616,CPNS,UMUM,AUDITOR AHLI PERTAMA,Kabupaten Ngawi | Inspektorat | Inspektorat Pembantu Khusus,Kabupaten Ngawi | Inspektorat | Inspektorat Pembantu Khusus,1,1,2785700,5180700
8a028491914ebc4d01914ec451c101df,CPNS,PENYANDANG DISABILITAS,ANALIS KEBIJAKAN AHLI PERTAMA,PEMERINTAH KABUPATEN NIAS | BADAN KESATUAN BANGSA DAN POLITIK,PEMERINTAH KABUPATEN NIAS | BADAN KESATUAN BANGSA DAN POLITIK,1,1,1685700,6373200
f9af2399-8ee0-4213-a200-e4b23f87ff6a,CPNS,UMUM,ANALIS KEBIJAKAN AHLI PERTAMA,PEMERINTAH KABUPATEN NIAS | BADAN KESATUAN BANGSA DAN POLITIK,PEMERINTAH KABUPATEN NIAS | BADAN KESATUAN BANGSA DAN POLITIK,1,1,1685700,6373200
2f5ccf05-ced9-4307-807c-e7878341f9c5,CPNS,UMUM,PERENCANA AHLI PERTAMA,"PEMERINTAH KABUPATEN NIAS | DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN","PEMERINTAH KABUPATEN NIAS | DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN",1,1,1685700,6373200
55cb2a18-d21f-43e7-98e8-f92ee50495d9,CPNS,UMUM,PERENCANA AHLI PERTAMA,"PEMERINTAH KABUPATEN NIAS | DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN, PERHUBUNGAN SERTA LINGKUNGAN HIDUP","PEMERINTAH KABUPATEN NIAS | DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN, PERHUBUNGAN SERTA LINGKUNGAN HIDUP",1,1,1685700,6373200
646cbcef-b35f-4d7e-94a6-fee4f89731b1,CPNS,UMUM,PERENCANA AHLI PERTAMA,"PEMERINTAH KABUPATEN NIAS | DINAS SOSIAL, PEMBERDAYAAN MASYARAKAT, DESA, PEREMPUAN DAN PERLINDUNGAN ANAK","PEMERINTAH KABUPATEN NIAS | DINAS SOSIAL, PEMBERDAYAAN MASYARAKAT, DESA, PEREMPUAN DAN PERLINDUNGAN ANAK",1,1,1685700,6373200
bb13097a-eee5-442a-bed4-2a0e811fcb14,CPNS,UMUM,PERENCANA AHLI PERTAMA,"PEMERINTAH KABUPATEN NIAS | BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN","PEMERINTAH KABUPATEN NIAS | BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN",1,1,1685700,6373200
f159abe2-0c48-48ea-811f-a82e83c3c87d,CPNS,UMUM,PERENCANA AHLI PERTAMA,PEMERINTAH KABUPATEN NIAS | SEKRETARIAT DPRD,PEMERINTAH KABUPATEN NIAS | SEKRETARIAT DPRD,1,1,1685700,6373200
cfbffdb0-efc6-40ca-808f-3782df5ef814,CPNS,UMUM,FASILITATOR PEMERINTAHAN,KABUPATEN NIAS UTARA | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA | Bidang Pemberdayaan | SEKSI PEMBERDAYAAN PEMERINTAHAN DAN  PERANGKAT DESA,KABUPATEN NIAS UTARA | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA | Bidang Pemberdayaan | SEKSI PEMBERDAYAAN PEMERINTAHAN DAN  PERANGKAT DESA,1,1,3000000,4000000
dcde40e4-ce08-4cee-a1d8-e127bcf228f7,CPNS,UMUM,ANALIS KEBENCANAAN AHLI PERTAMA,PEMERINTAH KABUPATEN NUNUKAN                                           | BADAN PENANGGULANGAN BENCANA DAERAH KABUPATEN NUNUKAN,PEMERINTAH KABUPATEN NUNUKAN                                           | BADAN PENANGGULANGAN BENCANA DAERAH KABUPATEN NUNUKAN,1,1,2785700,5000000
2fd32bc6-ae21-46c8-9654-0cf9509aa607,CPNS,UMUM,ANALIS KEBIJAKAN AHLI PERTAMA,PEMERINTAH KABUPATEN NUNUKAN                                           | BADAN PENANGGULANGAN BENCANA DAERAH KABUPATEN NUNUKAN,PEMERINTAH KABUPATEN NUNUKAN                                           | BADAN PENANGGULANGAN BENCANA DAERAH KABUPATEN NUNUKAN,1,1,2785700,5000000
53ca4096-7b14-4a20-be79-002d95ee6804,CPNS,UMUM,ANALIS KEBIJAKAN AHLI PERTAMA,PEMERINTAH KABUPATEN NUNUKAN                                           | SEKRETARIAT DAERAH | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN | BAGIAN PEREKONOMIAN DAN SUMBER DAYA ALAM,PEMERINTAH KABUPATEN NUNUKAN                                           | SEKRETARIAT DAERAH | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN | BAGIAN PEREKONOMIAN DAN SUMBER DAYA ALAM,1,1,3203600,4700000
967f61b3-061c-46a7-8edf-88da2634936f,CPNS,UMUM,ANALIS KEBIJAKAN AHLI PERTAMA,PEMERINTAH KABUPATEN NUNUKAN                                           | SEKRETARIAT DAERAH | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN | BAGIAN ADMINISTRASI PEMBANGUNAN,PEMERINTAH KABUPATEN NUNUKAN                                           | SEKRETARIAT DAERAH | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN | BAGIAN ADMINISTRASI PEMBANGUNAN,1,1,2579400,5000000
685d4549-6797-4abe-b333-958c6b86ddd1,CPNS,UMUM,PENATA KELOLA PENANAMAN MODAL AHLI PERTAMA,PEMERINTAH KABUPATEN NUNUKAN                                           | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,PEMERINTAH KABUPATEN NUNUKAN                                           | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,1,1,2579400,5000000
081f2073-58ca-4577-b121-5ac4e520dcb3,CPNS,UMUM,PENGEMBANG KEWIRAUSAHAAN AHLI PERTAMA,"PEMERINTAH KABUPATEN NUNUKAN                                           | DINAS KOPERASI, USAHA KECIL DAN MENENGAH, PERINDUSTRIAN DAN PERDAGANGAN","PEMERINTAH KABUPATEN NUNUKAN                                           | DINAS KOPERASI, USAHA KECIL DAN MENENGAH, PERINDUSTRIAN DAN PERDAGANGAN",1,1,2579400,5000000
f11b49db-f9a5-4911-b57e-12ebddf9fc3a,CPNS,UMUM,PENYULUH SOSIAL AHLI PERTAMA,PEMERINTAH KABUPATEN NUNUKAN                                           | SEKRETARIAT DAERAH | ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT | BAGIAN KESEJAHTERAAN RAKYAT,PEMERINTAH KABUPATEN NUNUKAN                                           | SEKRETARIAT DAERAH | ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT | BAGIAN KESEJAHTERAAN RAKYAT,1,1,2579400,5000000
8a018615916e75bd0191702feed2171f,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,"PEMERINTAH KABUPATEN NUNUKAN                                           | BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN","PEMERINTAH KABUPATEN NUNUKAN                                           | BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN",1,1,2785700,5000000
9022d1d4-46fa-455f-8436-8b67ae7d6b0f,CPNS,UMUM,PERENCANA AHLI PERTAMA,PEMERINTAH KABUPATEN NUNUKAN                                           | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,PEMERINTAH KABUPATEN NUNUKAN                                           | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,1,1,2579400,5000000
a1e31207-5c47-45a1-b341-b971e6c93a14,CPNS,UMUM,AUDITOR AHLI PERTAMA,PEMERINTAH KABUPATEN OGAN KOMERING ULU | INSPEKTORAT DAERAH KABUPATEN | INSPEKTUR PEMBANTU WILAYAH I,PEMERINTAH KABUPATEN OGAN KOMERING ULU | INSPEKTORAT DAERAH KABUPATEN | INSPEKTUR PEMBANTU WILAYAH I,1,0,2785700,4575200
f9d43dff-22b1-4e15-8619-e5ac23b719bf,CPNS,UMUM,ADYATAMA KEPARIWISATAAN DAN EKONOMI KREATIF AHLI PERTAMA,"Pemerintah Kabupaten Ogan Komering Ulu Timur | Dinas Kepemudaan, Olah Raga dan Pariwisata | Bidang Seni Destinasi Pariwisata | Seksi Usaha Kepariwisataan","Pemerintah Kabupaten Ogan Komering Ulu Timur | Dinas Kepemudaan, Olah Raga dan Pariwisata | Bidang Seni Destinasi Pariwisata | Seksi Usaha Kepariwisataan",1,1,2785700,3865698
7a5a5fbf-25d7-4068-96f1-5f72e3057966,CPNS,UMUM,ANALIS KEBENCANAAN AHLI PERTAMA,Pemerintah Kabupaten Ogan Komering Ulu Timur | Badan Penanggulangan Bencana Daerah | Bidang Kedaruratan dan Logistik | Seksi Logistik,Pemerintah Kabupaten Ogan Komering Ulu Timur | Badan Penanggulangan Bencana Daerah | Bidang Kedaruratan dan Logistik | Seksi Logistik,1,1,2785700,3865698
9f1db8ed-daea-4ca1-88a3-e81778c1a6a8,CPNS,UMUM,ANALIS KEBENCANAAN AHLI PERTAMA,Pemerintah Kabupaten Ogan Komering Ulu Timur | Badan Penanggulangan Bencana Daerah | Bidang Pencegahan dan Kesiapsiagaan | Seksi Kesiapsiagaan,Pemerintah Kabupaten Ogan Komering Ulu Timur | Badan Penanggulangan Bencana Daerah | Bidang Pencegahan dan Kesiapsiagaan | Seksi Kesiapsiagaan,1,1,2785700,3865698
aecd842b-45a9-4857-81be-7377236c93f4,CPNS,UMUM,ANALIS KEBENCANAAN AHLI PERTAMA,Pemerintah Kabupaten Ogan Komering Ulu Timur | Badan Penanggulangan Bencana Daerah | Bidang Pencegahan dan Kesiapsiagaan | Seksi Pencegahan,Pemerintah Kabupaten Ogan Komering Ulu Timur | Badan Penanggulangan Bencana Daerah | Bidang Pencegahan dan Kesiapsiagaan | Seksi Pencegahan,1,1,2785700,3865698
2476389f-58f4-4cd6-8028-86c782ff3ccf,CPNS,UMUM,PENATA PENANGGULANGAN BENCANA AHLI PERTAMA,Pemerintah Kabupaten Ogan Komering Ulu Timur | Badan Penanggulangan Bencana Daerah | Bidang Pencegahan dan Kesiapsiagaan | Seksi Pencegahan,Pemerintah Kabupaten Ogan Komering Ulu Timur | Badan Penanggulangan Bencana Daerah | Bidang Pencegahan dan Kesiapsiagaan | Seksi Pencegahan,1,1,2785700,3865698
d3642c25-dbfc-4402-896a-81e6d0aeef72,CPNS,UMUM,PENATA PENANGGULANGAN BENCANA AHLI PERTAMA,Pemerintah Kabupaten Ogan Komering Ulu Timur | Badan Penanggulangan Bencana Daerah | Bidang Pencegahan dan Kesiapsiagaan | Seksi Kesiapsiagaan,Pemerintah Kabupaten Ogan Komering Ulu Timur | Badan Penanggulangan Bencana Daerah | Bidang Pencegahan dan Kesiapsiagaan | Seksi Kesiapsiagaan,1,1,2785700,3865698
0b207d89-15ba-4895-a3bc-6745316a1103,CPNS,UMUM,PENGAWAS PENYELENGGARAAN URUSAN PEMERINTAHAN DAERAH AHLI PERTAMA,Pemerintah Kabupaten Ogan Komering Ulu Timur | Inspektorat Daerah | Inspektorat Pembantu Investigasi Khusus,Pemerintah Kabupaten Ogan Komering Ulu Timur | Inspektorat Daerah | Inspektorat Pembantu Investigasi Khusus,1,1,2785700,3865698
0c1909cb-f7da-4819-a2e9-52fa3bb38541,CPNS,UMUM,PENGAWAS PENYELENGGARAAN URUSAN PEMERINTAHAN DAERAH AHLI PERTAMA,Pemerintah Kabupaten Ogan Komering Ulu Timur | Inspektorat Daerah | Inspektorat Pembantu Wilayah II,Pemerintah Kabupaten Ogan Komering Ulu Timur | Inspektorat Daerah | Inspektorat Pembantu Wilayah II,1,1,2785700,3865698
4230a796-becb-46fd-94bc-cf588a0fe8c8,CPNS,UMUM,PENGAWAS PENYELENGGARAAN URUSAN PEMERINTAHAN DAERAH AHLI PERTAMA,Pemerintah Kabupaten Ogan Komering Ulu Timur | Inspektorat Daerah | Inspektorat Pembantu Wilayah I,Pemerintah Kabupaten Ogan Komering Ulu Timur | Inspektorat Daerah | Inspektorat Pembantu Wilayah I,1,1,2785700,3865698
6a63ba0a-72ca-4c73-9680-f45ba500674c,CPNS,UMUM,PENGAWAS PENYELENGGARAAN URUSAN PEMERINTAHAN DAERAH AHLI PERTAMA,Pemerintah Kabupaten Ogan Komering Ulu Timur | Inspektorat Daerah | Inspektorat Pembantu Wilayah III,Pemerintah Kabupaten Ogan Komering Ulu Timur | Inspektorat Daerah | Inspektorat Pembantu Wilayah III,1,1,2785700,3865698
